Year,Neonatal period,Age,Birthweight,Country,Region,Country of birth,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2011,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.2
2011,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2011,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2012,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2012,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2012,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2013,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.8
2013,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2013,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2014,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2014,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2014,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2015,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2015,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2015,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2016,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.9
2016,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2016,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2017,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2017,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2017,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2018,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2018,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2018,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2019,,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2019,Early neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2019,Late neonatal,40 and over,,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2017,,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2017,Early neonatal,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2017,Late neonatal,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2018,,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2018,Early neonatal,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2018,Late neonatal,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2019,,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,277.8
2019,Early neonatal,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,277.8
2019,Late neonatal,Not stated,,England and Wales,,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2005,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,4.9
2005,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,4.2
2005,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,5.7
2005,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,4.0
2005,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2005,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.6
2005,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,0.9
2005,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.8
2005,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,1.1
2006,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2006,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.9
2006,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.6
2006,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2006,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.4
2006,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.6
2006,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.8
2006,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2006,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,1.0
2007,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.2
2007,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2007,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2007,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.8
2007,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.5
2007,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2007,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.4
2007,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2007,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.4
2008,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.6
2008,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.5
2008,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.7
2008,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.9
2008,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2008,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,2.9
2008,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.7
2008,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2008,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.8
2009,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2009,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.5
2009,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.0
2009,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.1
2009,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.9
2009,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2009,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.7
2009,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.6
2009,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.6
2010,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,4.5
2010,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,4.4
2010,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.6
2010,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2010,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.9
2010,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.7
2010,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.7
2010,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2010,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.899999999999999
2011,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2011,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.1
2011,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2011,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.8
2011,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.6
2011,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2011,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.6
2011,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2011,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.8
2012,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.7
2012,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.5
2012,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2012,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.2
2012,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.2
2012,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,2.3
2012,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2012,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.3
2012,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.7
2013,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.3
2013,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.9
2013,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2013,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2013,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.6
2013,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2013,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.3
2013,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.3
2013,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.4
2014,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.9
2014,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.7
2014,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,5.1
2014,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.3
2014,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.2
2014,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.3
2014,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.6
2014,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2014,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.8
2015,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,4.2
2015,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.7
2015,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.6
2015,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2015,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2015,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.2
2015,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.4
2015,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.3
2015,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.399999999999999
2016,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.5
2016,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2016,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.3
2016,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.8
2016,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2016,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,2.7
2016,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.7
2016,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.8
2016,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.6
2017,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.8
2017,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.7
2017,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,2.8
2017,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.4
2017,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.2
2017,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,2.5
2017,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.4
2017,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2017,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.3
2018,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.2
2018,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.1
2018,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.3
2018,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,2.7
2018,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.7
2018,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,2.8
2018,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2018,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.4
2018,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.5
2019,,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.9
2019,,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.7
2019,,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.1
2019,Early neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.3
2019,Early neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.1
2019,Early neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.5
2019,Late neonatal,,,Northern Ireland,,,,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.6
2019,Late neonatal,,,Northern Ireland,,,Female,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.6
2019,Late neonatal,,,Northern Ireland,,,Male,"Rate per 1,000 live births",Units,Low reliability,N92000002,0.6
2005,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,3.5
2005,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,3.2
2005,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.8
2005,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2005,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2005,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.7
2005,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.1
2005,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.1
2005,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.1
2006,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,3.1
2006,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.8
2006,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.4
2006,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2006,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2006,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.5
2006,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.0
2006,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.0
2006,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,0.9
2007,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,3.3
2007,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,3.0
2007,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.5
2007,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.2
2007,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.9
2007,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.6
2007,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.1
2007,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.1
2007,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,0.9
2008,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.8
2008,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.6
2008,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.0
2008,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.0
2008,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2008,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2008,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.8
2008,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,0.9
2008,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
2009,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.8
2009,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2009,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.3
2009,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.0
2009,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2009,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2009,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.8
2009,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
2009,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,0.9
2010,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.6
2010,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2010,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.8
2010,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.0
2010,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2010,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.2
2010,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.6
2010,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.5
2010,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
2011,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.7
2011,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2011,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.0
2011,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.9
2011,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2011,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2011,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.8
2011,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,0.7
2011,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,0.9
2012,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.6
2012,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2012,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.0
2012,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2012,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.5
2012,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2012,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.8
2012,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
2012,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,0.9
2013,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2013,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2013,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2013,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2013,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2013,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.6
2013,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.6
2013,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.7
2013,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.7
2014,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2014,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2014,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.5
2014,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.9
2014,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2014,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.9
2014,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.5
2014,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.5
2014,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
2015,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.0
2015,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2015,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.2
2015,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.5
2015,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.3
2015,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.6
2015,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.5
2015,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.5
2015,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
